time (days since 1610-01-01),irradiance (W/m^2),uncertainty (W/m^2)
127812.0,1362.3277587890625,0.6299964189529419
127813.0,1362.0810546875,0.6423678994178772
127814.0,1361.6895751953125,0.7074814438819885
127815.0,1361.5235595703125,0.6951356530189514
127816.0,1361.3836669921875,0.680924117565155
127817.0,1360.801025390625,0.652309238910675
127818.0,1361.0008544921875,0.6468114852905273
127819.0,1361.1649169921875,0.6479008793830872
127820.0,1361.2109375,0.6561917066574097
127821.0,1361.42578125,0.6789444088935852
127822.0,1361.2578125,0.765393078327179
127823.0,1361.287109375,0.7166969180107117
127824.0,1361.212158203125,0.648125946521759
127825.0,1361.3255615234375,0.6202569007873535
127826.0,1361.584716796875,0.5633522868156433
127827.0,1361.6636962890625,0.5483180284500122
127828.0,1361.6744384765625,0.5470260381698608
127829.0,1361.6298828125,0.5567741394042969
127830.0,1361.5225830078125,0.579200029373169
127831.0,1361.3853759765625,0.6075013279914856
127832.0,1361.5333251953125,0.5785767436027527
127833.0,1361.665771484375,0.5529947280883789
127834.0,1361.7578125,0.5354225635528564
127835.0,1362.2562255859375,0.6032173037528992
127836.0,1362.0487060546875,0.5663627982139587
127837.0,1361.8896484375,0.6611204147338867
127838.0,1361.3115234375,0.839474618434906
127839.0,1361.1300048828125,0.9387077689170837
127840.0,1360.8016357421875,0.9873352646827698
127841.0,1360.2982177734375,0.9931256175041199
127842.0,1360.70458984375,0.951307475566864
127843.0,1361.0892333984375,0.9137071371078491
127844.0,1361.0372314453125,0.8338187336921692
127845.0,1361.1376953125,0.7233508825302124
127846.0,1361.2415771484375,0.6123709678649902
127847.0,1361.6387939453125,0.5384304523468018
127848.0,1361.88525390625,0.494521826505661
127849.0,1361.8211669921875,0.5130598545074463
127850.0,1361.769775390625,0.5287768244743347
127851.0,1361.9959716796875,0.5640177130699158
127852.0,1361.8963623046875,0.5793104767799377
127853.0,1361.8829345703125,0.5773595571517944
127854.0,1361.8304443359375,0.5833216905593872
127855.0,1362.0577392578125,0.6104718446731567
127856.0,1362.178955078125,0.658393919467926
127857.0,1361.7491455078125,0.7691341638565063
127858.0,1361.2840576171875,0.8728103041648865
127859.0,1361.0435791015625,0.9489116668701172
127860.0,1360.8585205078125,1.0111846923828125
127861.0,1360.7686767578125,1.0439858436584473
127862.0,1361.195556640625,0.9660098552703857
127863.0,1361.53271484375,0.9031711220741272
127864.0,1361.871826171875,0.8622338175773621
127865.0,1361.3299560546875,0.8613840937614441
127866.0,1361.323486328125,0.7535415291786194
127867.0,1361.54150390625,0.7356087565422058
127868.0,1362.09521484375,0.7463304400444031
127869.0,1361.80712890625,0.7259384989738464
127870.0,1361.874267578125,0.7171976566314697
127871.0,1361.7584228515625,0.7125498652458191
127872.0,1361.4952392578125,0.6833229660987854
127873.0,1361.09228515625,0.6819420456886292
127874.0,1360.7528076171875,0.6900927424430847
127875.0,1360.73486328125,0.6336687803268433
127876.0,1360.9853515625,0.5936018228530884
127877.0,1360.832275390625,0.6342976689338684
127878.0,1360.590087890625,0.6928578615188599
127879.0,1360.8599853515625,0.7193329334259033
127880.0,1361.2509765625,0.6420210003852844
127881.0,1361.373046875,0.540751576423645
127882.0,1361.8824462890625,0.4864186644554138
127883.0,1361.97412109375,0.4074084460735321
127884.0,1361.8406982421875,0.3732653558254242
127885.0,1361.8594970703125,0.3813748359680176
127886.0,1361.697021484375,0.43446770310401917
127887.0,1361.6876220703125,0.48074111342430115
127888.0,1361.947021484375,0.4730426073074341
127889.0,1361.8988037109375,0.5048949718475342
127890.0,1362.07958984375,0.5143979787826538
127891.0,1362.1038818359375,0.4727391004562378
127892.0,1362.0281982421875,0.45148223638534546
127893.0,1361.8909912109375,0.47113195061683655
127894.0,1361.9080810546875,0.4652543365955353
127895.0,1361.934326171875,0.457537442445755
127896.0,1362.1187744140625,0.4537564218044281
127897.0,1361.834716796875,0.41926711797714233
127898.0,1361.674072265625,0.3839345872402191
127899.0,1361.4764404296875,0.3560665547847748
127900.0,1361.60302734375,0.40748709440231323
127901.0,1361.6292724609375,0.4613325297832489
127902.0,1361.693603515625,0.47551852464675903
127903.0,1361.77001953125,0.4572709798812866
127904.0,1361.950927734375,0.4266342222690582
127905.0,1362.0203857421875,0.4181515872478485
127906.0,1362.105224609375,0.4240466356277466
127907.0,1362.0865478515625,0.41705840826034546
127908.0,1361.808837890625,0.42344024777412415
127909.0,1361.7183837890625,0.42453375458717346
127910.0,1361.6590576171875,0.4594680964946747
127911.0,1361.690185546875,0.48447197675704956
127912.0,1361.593505859375,0.49109235405921936
127913.0,1361.6072998046875,0.474640429019928
127914.0,1361.567138671875,0.507936954498291
127915.0,1361.5078125,0.4909555912017822
127916.0,1361.4876708984375,0.5100480914115906
127917.0,1361.5025634765625,0.5972429513931274
127918.0,1361.458740234375,0.5492638349533081
127919.0,1361.5357666015625,0.5584434866905212
127920.0,1361.59814453125,0.5831558108329773
127921.0,1361.525634765625,0.6271369457244873
127922.0,1361.007568359375,0.7100333571434021
127923.0,1360.6812744140625,0.749468207359314
127924.0,1360.65185546875,0.7294734716415405
127925.0,1360.1673583984375,0.7438727021217346
127926.0,1360.270263671875,0.7441772818565369
127927.0,1360.6719970703125,0.6843952536582947
127928.0,1360.92333984375,0.618604838848114
127929.0,1361.1661376953125,0.5543805956840515
127930.0,1361.29296875,0.5575740337371826
127931.0,1361.603759765625,0.5234889388084412
127932.0,1361.6400146484375,0.536194920539856
127933.0,1361.815673828125,0.5210443735122681
127934.0,1361.4990234375,0.511894166469574
127935.0,1361.3974609375,0.5141646265983582
127936.0,1361.1636962890625,0.5424674153327942
127937.0,1360.9361572265625,0.613239049911499
127938.0,1360.789306640625,0.6133847832679749
127939.0,1360.7584228515625,0.6738672256469727
127940.0,1360.9215087890625,0.6774967312812805
127941.0,1361.3743896484375,0.6042962670326233
127942.0,1361.48046875,0.6001607179641724
127943.0,1361.3824462890625,0.5893190503120422
127944.0,1361.7017822265625,0.5635238885879517
127945.0,1361.8446044921875,0.5874889492988586
127946.0,1361.9114990234375,0.5181342959403992
127947.0,1361.54345703125,0.5359370112419128
127948.0,1361.4046630859375,0.5382863283157349
